full_name,address,email
"Sandeep Kumar Kami",Gaushala,sandeep.kami76tripureshwor@test.com
"Lalit Dhoj Kami",Jawalakhel,lalit.kami77ratnapark@test.com
"Rohit Bhagat Rajbanshi",Sundhara,rohit.rajbanshi78tinkune@example.com
"Kushal Dhoj K.C",Ekantakuna,kushal.k.c79tinkune@mail.com
"Lalit Bhopal Kami",Ratnapark,lalit.kami80tripureshwor@mail.com
"Sandeep Dev Khadka",Sundhara,sandeep.khadka81chabel@mail.com
"Arif Lal Khadka",Tripureshwor,arif.khadka82chabel@example.com
"Binod Bahadur Malla",Gaushala,binod.malla83baneshwor@example.com
"Karan Bhagat Lamichane",Ekantakuna,karan.lamichane84tinkune@demo.net
"Kushal Dhoj Bhurtel",Gaushala,kushal.bhurtel85baneshwor@demo.net
"Binod Dev Malla","New Road",binod.malla86ratnapark@test.com
"Arif Dev Bhurtel",Jawalakhel,arif.bhurtel87sundhara@mail.com
"Lalit Bahadur Paudel",Gaushala,lalit.paudel88gaushala@mail.com
"Sompal Gopal K.C",Sundhara,sompal.k.c89tinkune@demo.net
"Sandeep Bir Paudel",Jawalakhel,sandeep.paudel90gaushala@example.com
"Asif Kumar Kami",Ekantakuna,asif.kami91ratnapark@test.com
"Lalit Gopal Bhurtel",Chabel,lalit.bhurtel92sundhara@mail.com
"Sompal Dhoj Seikh",Sundhara,sompal.seikh93ratnapark@test.com
"Karan Dev Khadka",Tripureshwor,karan.khadka94sundhara@random.org
"Kushal Krishna Seikh",Tripureshwor,kushal.seikh95sundhara@mail.com
"Sompal Bhopal Khadka",Tripureshwor,sompal.khadka96jawalakhel@example.com
"Sompal Bhagat Paudel",Baneshwor,"sompal.paudel97new road@random.org"
"Asif Bhopal Malla",Gaushala,asif.malla98tinkune@random.org
"Karan Krishna Paudel",Ekantakuna,karan.paudel99ratnapark@demo.net
"Paras Lal Khadka","New Road",paras.khadka100baneshwor@test.com
"Kushal Bir Paudel",Baneshwor,"kushal.paudel101new road@example.com"
"Kushal Bir Lamichane",Gaushala,"kushal.lamichane102new road@demo.net"
"Paras Kumar Malla","New Road",paras.malla103ratnapark@test.com
"Asif Bahadur K.C",Tripureshwor,asif.k.c104chabel@test.com
"Asif Bahadur Paudel",Gaushala,asif.paudel105baneshwor@example.com
"Karan Dev Bhurtel",Jawalakhel,karan.bhurtel106chabel@mail.com
"Karan Dhoj Malla","New Road",karan.malla107tripureshwor@demo.net
"Kushal Dev K.C",Chabel,kushal.k.c108ratnapark@test.com
"Binod Bhopal Rajbanshi",Baneshwor,binod.rajbanshi109ekantakuna@mail.com
"Karan Lal Malla",Gaushala,karan.malla110sundhara@test.com
"Arif Dev Paudel",Gaushala,arif.paudel111jawalakhel@random.org
"Karan Kumar Kami",Ratnapark,karan.kami112sundhara@random.org
"Rohit Krishna K.C",Baneshwor,rohit.k.c113gaushala@mail.com
"Karan Bahadur Bhandari",Gaushala,karan.bhandari114sundhara@random.org
"Sandeep Lal Khadka",Ekantakuna,sandeep.khadka115baneshwor@random.org
"Arif Gopal Malla",Gaushala,arif.malla116tripureshwor@demo.net
"Lalit Lal Bhurtel",Ratnapark,lalit.bhurtel117gaushala@test.com
"Asif Bahadur Paudel",Tripureshwor,asif.paudel118tripureshwor@random.org
"Paras Bhopal Lamichane",Chabel,paras.lamichane119tripureshwor@demo.net
"Sandeep Bhopal Bhandari",Ekantakuna,sandeep.bhandari120sundhara@mail.com
"Binod Lal Kami",Tripureshwor,binod.kami121jawalakhel@mail.com
"Lalit Kumar Seikh",Ekantakuna,lalit.seikh122baneshwor@mail.com
"Sandeep Dev Seikh",Sundhara,sandeep.seikh123baneshwor@test.com
"Arif Gopal Bhandari",Ratnapark,"arif.bhandari124new road@demo.net"
"Paras Gopal Lamichane",Sundhara,paras.lamichane125tinkune@example.com
"Paras Bir Malla",Ekantakuna,paras.malla126chabel@random.org
"Sompal Krishna Khadka",Tripureshwor,sompal.khadka127sundhara@random.org
"Lalit Lal K.C",Chabel,lalit.k.c128sundhara@demo.net
"Kushal Gopal Lamichane",Baneshwor,kushal.lamichane129sundhara@test.com
"Lalit Dev Malla",Sundhara,lalit.malla130tinkune@test.com
"Kushal Bhopal Seikh",Jawalakhel,kushal.seikh131tinkune@demo.net
"Rohit Bir Bhandari",Ratnapark,rohit.bhandari132ratnapark@test.com
"Sandeep Bhagat Bhandari",Tinkune,"sandeep.bhandari133new road@mail.com"
"Asif Bir K.C",Jawalakhel,asif.k.c134tripureshwor@mail.com
"Sandeep Bahadur Lamichane",Gaushala,sandeep.lamichane135ratnapark@test.com
"Sandeep Dev Malla",Baneshwor,sandeep.malla136jawalakhel@demo.net
"Sompal Kumar Seikh",Chabel,sompal.seikh137sundhara@example.com
"Binod Lal Bhandari",Sundhara,binod.bhandari138chabel@example.com
"Arif Bhagat Malla",Gaushala,arif.malla139gaushala@demo.net
"Sandeep Bahadur Paudel",Tinkune,sandeep.paudel140tinkune@test.com
"Binod Bhopal Kami",Jawalakhel,binod.kami141chabel@test.com
"Sandeep Dhoj Bhandari",Sundhara,sandeep.bhandari142ratnapark@example.com
"Binod Bhagat Lamichane",Jawalakhel,binod.lamichane143baneshwor@test.com
"Karan Bir Khadka",Tripureshwor,karan.khadka144jawalakhel@random.org
"Rohit Krishna Kami",Gaushala,rohit.kami145jawalakhel@demo.net
"Asif Dev Kami",Tinkune,asif.kami146gaushala@demo.net
"Kushal Gopal Bhurtel",Gaushala,kushal.bhurtel147jawalakhel@random.org
"Lalit Dhoj Paudel",Jawalakhel,lalit.paudel148sundhara@test.com
"Paras Bhopal Seikh",Gaushala,paras.seikh149sundhara@random.org
"Asif Dev Paudel",Ratnapark,asif.paudel150ratnapark@test.com
"Binod Lal Paudel",Tinkune,binod.paudel151gaushala@random.org
"Sompal Dhoj Lamichane",Baneshwor,sompal.lamichane152baneshwor@example.com
"Binod Kumar Malla",Ratnapark,binod.malla153ekantakuna@mail.com
"Binod Bhagat Rajbanshi",Sundhara,binod.rajbanshi154gaushala@mail.com
"Rohit Dhoj Rajbanshi",Gaushala,rohit.rajbanshi155jawalakhel@test.com
"Arif Dhoj Seikh",Tinkune,arif.seikh156tinkune@example.com
"Binod Bhagat Rajbanshi",Jawalakhel,"binod.rajbanshi157new road@mail.com"
"Arif Bahadur Bhurtel",Baneshwor,arif.bhurtel158sundhara@example.com
"Lalit Gopal Bhandari",Ekantakuna,lalit.bhandari159jawalakhel@test.com
"Sandeep Dev Khadka",Baneshwor,sandeep.khadka160jawalakhel@random.org
"Lalit Bahadur Paudel",Baneshwor,lalit.paudel161sundhara@example.com
"Asif Bhopal Bhandari",Tinkune,asif.bhandari162ekantakuna@mail.com
"Sandeep Krishna Paudel",Sundhara,sandeep.paudel163tripureshwor@random.org
"Karan Gopal Lamichane",Gaushala,karan.lamichane164baneshwor@demo.net
"Sandeep Bir Lamichane","New Road",sandeep.lamichane165ratnapark@test.com
"Asif Gopal Malla",Tripureshwor,asif.malla166gaushala@random.org
"Binod Lal Bhandari",Sundhara,binod.bhandari167baneshwor@example.com
"Sompal Bahadur Bhandari",Jawalakhel,sompal.bhandari168sundhara@mail.com
"Sompal Bahadur Kami",Tripureshwor,sompal.kami169gaushala@demo.net
"Asif Bhopal Kami",Ekantakuna,asif.kami170ekantakuna@demo.net
"Paras Kumar Kami","New Road",paras.kami171ekantakuna@demo.net
"Asif Dhoj Malla",Gaushala,asif.malla172tripureshwor@demo.net
"Asif Kumar Rajbanshi",Tinkune,asif.rajbanshi173ekantakuna@example.com
"Arif Lal Paudel",Tripureshwor,arif.paudel174tripureshwor@mail.com
"Asif Lal Paudel",Chabel,asif.paudel175gaushala@demo.net
"Sandeep Lal Seikh",Tinkune,sandeep.seikh176baneshwor@mail.com
"Paras Bhopal Lamichane",Jawalakhel,paras.lamichane177tripureshwor@demo.net
"Sompal Bhagat Khadka",Chabel,"sompal.khadka178new road@random.org"
"Sompal Bahadur Kami",Tripureshwor,sompal.kami179sundhara@example.com
"Binod Krishna Seikh",Ratnapark,binod.seikh180sundhara@random.org
"Asif Kumar K.C","New Road","asif.k.c181new road@demo.net"
"Rohit Dhoj Bhandari",Ratnapark,rohit.bhandari182jawalakhel@mail.com
"Asif Dhoj Malla","New Road",asif.malla183ekantakuna@mail.com
"Lalit Krishna Rajbanshi",Tinkune,"lalit.rajbanshi184new road@demo.net"
"Sandeep Bhagat Khadka",Gaushala,sandeep.khadka185sundhara@mail.com
"Asif Dhoj Malla",Tripureshwor,"asif.malla186new road@test.com"
"Rohit Dev Khadka",Tripureshwor,rohit.khadka187ekantakuna@random.org
"Rohit Bhopal Malla",Sundhara,"rohit.malla188new road@example.com"
"Paras Bhagat Lamichane",Tripureshwor,paras.lamichane189tinkune@random.org
"Arif Bahadur Lamichane",Tinkune,arif.lamichane190ekantakuna@mail.com
"Kushal Gopal Bhandari",Sundhara,"kushal.bhandari191new road@demo.net"
"Rohit Krishna Seikh",Tinkune,rohit.seikh192chabel@mail.com
"Binod Bhagat Bhurtel",Tinkune,binod.bhurtel193baneshwor@test.com
"Binod Krishna Rajbanshi",Gaushala,binod.rajbanshi194gaushala@test.com
"Lalit Bhagat Paudel",Gaushala,lalit.paudel195gaushala@random.org
"Paras Lal Seikh",Chabel,paras.seikh196ekantakuna@example.com
"Arif Bhopal Kami",Tripureshwor,arif.kami197ekantakuna@random.org
"Paras Bhopal Kami",Baneshwor,paras.kami198tinkune@random.org
"Sandeep Lal Malla",Ratnapark,sandeep.malla199gaushala@example.com
"Paras Lal Lamichane",Ratnapark,paras.lamichane200ekantakuna@random.org
"Lalit Lal Lamichane",Chabel,lalit.lamichane201ratnapark@test.com
"Kushal Dhoj Rajbanshi",Tripureshwor,kushal.rajbanshi202chabel@random.org
"Paras Bhagat Khadka",Ratnapark,paras.khadka203sundhara@demo.net
"Binod Bahadur Malla",Tinkune,binod.malla204chabel@test.com
"Paras Lal Paudel",Chabel,"paras.paudel205new road@demo.net"
"Sompal Bahadur Kami",Baneshwor,sompal.kami206jawalakhel@example.com
"Binod Dev Bhurtel",Ratnapark,binod.bhurtel207sundhara@random.org
"Arif Lal K.C",Baneshwor,arif.k.c208ratnapark@mail.com
"Paras Krishna Malla",Tinkune,paras.malla209tinkune@test.com
"Binod Krishna Bhurtel",Tripureshwor,binod.bhurtel210tinkune@test.com
"Karan Bhagat Bhandari",Gaushala,"karan.bhandari211new road@example.com"
"Lalit Kumar Paudel","New Road",lalit.paudel212tinkune@example.com
"Sompal Bhagat Bhandari",Baneshwor,sompal.bhandari213gaushala@test.com
"Lalit Dhoj Lamichane",Baneshwor,lalit.lamichane214jawalakhel@test.com
"Sandeep Dhoj Malla",Baneshwor,sandeep.malla215tinkune@example.com
"Karan Dev Rajbanshi",Tripureshwor,karan.rajbanshi216sundhara@example.com
"Arif Bhopal Malla",Jawalakhel,"arif.malla217new road@example.com"
"Rohit Gopal Bhurtel",Jawalakhel,rohit.bhurtel218sundhara@random.org
"Arif Bhagat Rajbanshi","New Road",arif.rajbanshi219sundhara@example.com
"Sompal Bhopal Rajbanshi",Tinkune,sompal.rajbanshi220tripureshwor@demo.net
"Lalit Dev Lamichane",Ekantakuna,lalit.lamichane221tripureshwor@demo.net
"Paras Kumar Bhandari",Gaushala,paras.bhandari222ekantakuna@mail.com
"Kushal Krishna Khadka",Sundhara,kushal.khadka223tripureshwor@random.org
"Arif Bahadur Rajbanshi",Ekantakuna,arif.rajbanshi224baneshwor@demo.net
"Karan Dev Kami",Ekantakuna,karan.kami225baneshwor@demo.net
"Karan Bhagat Kami",Tinkune,karan.kami226ekantakuna@example.com
"Lalit Bhopal Malla",Chabel,lalit.malla227baneshwor@random.org
"Lalit Dev Paudel",Ratnapark,lalit.paudel228sundhara@random.org
"Arif Lal Bhurtel",Baneshwor,arif.bhurtel229tinkune@example.com
"Kushal Dev Bhandari",Tripureshwor,"kushal.bhandari230new road@test.com"
"Lalit Bir Bhurtel",Tripureshwor,lalit.bhurtel231baneshwor@example.com
"Arif Bhopal Bhurtel","New Road",arif.bhurtel232baneshwor@mail.com
"Rohit Bhopal K.C",Tinkune,"rohit.k.c233new road@example.com"
"Arif Dev Kami",Ratnapark,"arif.kami234new road@mail.com"
"Lalit Krishna Khadka",Chabel,lalit.khadka235ratnapark@demo.net
"Asif Gopal K.C",Tinkune,"asif.k.c236new road@random.org"
"Sompal Dev Kami",Gaushala,sompal.kami237gaushala@demo.net
"Arif Lal Paudel",Jawalakhel,arif.paudel238tripureshwor@mail.com
"Arif Lal Bhurtel",Sundhara,arif.bhurtel239baneshwor@random.org
"Kushal Lal Malla",Tinkune,kushal.malla240ratnapark@random.org
"Lalit Gopal Paudel",Ekantakuna,"lalit.paudel241new road@random.org"
"Lalit Kumar Khadka",Tinkune,lalit.khadka242sundhara@example.com
"Karan Gopal Seikh",Chabel,karan.seikh243jawalakhel@demo.net
"Arif Lal K.C","New Road",arif.k.c244gaushala@random.org
"Sompal Bir Paudel","New Road",sompal.paudel245baneshwor@test.com
"Sompal Gopal Seikh",Jawalakhel,sompal.seikh246sundhara@mail.com
"Rohit Krishna Rajbanshi",Baneshwor,rohit.rajbanshi247baneshwor@mail.com
"Paras Bhopal Paudel",Tinkune,paras.paudel248chabel@mail.com
"Binod Bir Paudel",Jawalakhel,binod.paudel249baneshwor@random.org
"Sompal Bhopal Seikh",Tripureshwor,sompal.seikh250sundhara@random.org
"Arif Bhopal Seikh",Ratnapark,arif.seikh251tripureshwor@test.com
"Karan Gopal Bhandari",Jawalakhel,karan.bhandari252tinkune@example.com
"Lalit Bhagat K.C",Tinkune,lalit.k.c253tripureshwor@demo.net
"Sompal Krishna Paudel",Ratnapark,sompal.paudel254tinkune@example.com
"Arif Krishna Bhandari",Jawalakhel,arif.bhandari255ratnapark@random.org
"Asif Kumar Khadka",Chabel,asif.khadka256gaushala@demo.net
"Sandeep Bhagat Paudel",Tinkune,sandeep.paudel257ratnapark@random.org
"Binod Bhagat Bhandari",Ekantakuna,binod.bhandari258ekantakuna@random.org
"Paras Kumar Malla",Tinkune,paras.malla259chabel@demo.net
"Sandeep Dhoj Kami",Gaushala,"sandeep.kami260new road@demo.net"
"Arif Bir Bhandari",Baneshwor,"arif.bhandari261new road@mail.com"
"Karan Gopal Bhurtel",Chabel,karan.bhurtel262ratnapark@random.org
"Arif Gopal Khadka",Sundhara,arif.khadka263tripureshwor@random.org
"Arif Lal Khadka",Tinkune,arif.khadka264ekantakuna@example.com
"Rohit Gopal K.C",Tripureshwor,rohit.k.c265jawalakhel@random.org
"Kushal Bahadur Paudel",Ekantakuna,kushal.paudel266sundhara@example.com
"Rohit Bahadur Seikh",Tripureshwor,rohit.seikh267ekantakuna@demo.net
"Lalit Bhopal K.C",Tinkune,lalit.k.c268baneshwor@mail.com
"Kushal Dhoj Lamichane",Chabel,kushal.lamichane269tinkune@demo.net
"Binod Bhopal Rajbanshi",Tinkune,binod.rajbanshi270jawalakhel@test.com
"Lalit Bhopal Bhandari",Gaushala,lalit.bhandari271ekantakuna@demo.net
"Asif Dhoj Khadka","New Road",asif.khadka272ekantakuna@mail.com
"Rohit Bhopal Khadka","New Road",rohit.khadka273baneshwor@example.com
"Sandeep Kumar Malla","New Road","sandeep.malla274new road@random.org"
"Binod Bir Seikh",Ekantakuna,binod.seikh275tinkune@random.org
"Rohit Bahadur K.C",Sundhara,rohit.k.c276ratnapark@mail.com
"Karan Bhopal K.C",Gaushala,karan.k.c277tripureshwor@example.com
"Lalit Lal Khadka","New Road",lalit.khadka278jawalakhel@test.com
"Kushal Dev Seikh",Jawalakhel,kushal.seikh279tinkune@test.com
"Sandeep Gopal Malla",Tripureshwor,"sandeep.malla280new road@random.org"
"Arif Krishna Malla",Ratnapark,arif.malla281ekantakuna@demo.net
"Asif Bir Seikh",Tripureshwor,asif.seikh282tripureshwor@example.com
"Lalit Dev Bhandari",Jawalakhel,lalit.bhandari283tinkune@random.org
"Lalit Dev Bhurtel",Baneshwor,lalit.bhurtel284ratnapark@example.com
"Sompal Bahadur Khadka",Gaushala,sompal.khadka285ekantakuna@test.com
"Lalit Krishna Lamichane",Ekantakuna,"lalit.lamichane286new road@test.com"
"Rohit Bahadur Rajbanshi",Sundhara,rohit.rajbanshi287ekantakuna@random.org
"Karan Bhagat Lamichane",Sundhara,karan.lamichane288sundhara@mail.com
"Sandeep Bir Kami",Chabel,sandeep.kami289tinkune@demo.net
"Sompal Bhopal Paudel",Tinkune,"sompal.paudel290new road@random.org"
"Sandeep Bahadur Bhandari",Chabel,sandeep.bhandari291chabel@test.com
"Lalit Gopal Lamichane",Tripureshwor,lalit.lamichane292sundhara@test.com
"Paras Krishna Kami",Tripureshwor,paras.kami293tripureshwor@random.org
"Rohit Krishna K.C",Chabel,"rohit.k.c294new road@test.com"
"Rohit Gopal Bhurtel","New Road","rohit.bhurtel295new road@demo.net"
"Kushal Gopal Malla","New Road",kushal.malla296baneshwor@test.com
"Binod Lal Rajbanshi",Tinkune,binod.rajbanshi297ekantakuna@demo.net
"Kushal Bahadur Kami",Baneshwor,kushal.kami298baneshwor@demo.net
"Binod Krishna Bhandari",Sundhara,binod.bhandari299jawalakhel@test.com
"Asif Bahadur Rajbanshi","New Road",asif.rajbanshi300gaushala@mail.com
"Paras Kumar Bhurtel","New Road",paras.bhurtel301gaushala@example.com
"Sompal Lal Lamichane",Tinkune,sompal.lamichane302ratnapark@test.com
"Rohit Bhopal Malla",Gaushala,rohit.malla303chabel@example.com
"Asif Dhoj Lamichane",Ekantakuna,asif.lamichane304ratnapark@test.com
"Paras Dev Bhurtel",Ratnapark,paras.bhurtel305jawalakhel@example.com
"Karan Gopal Lamichane",Chabel,"karan.lamichane306new road@mail.com"
"Kushal Bhagat Seikh","New Road",kushal.seikh307gaushala@test.com
"Sandeep Gopal Lamichane",Tinkune,"sandeep.lamichane308new road@example.com"
"Sandeep Lal K.C",Ekantakuna,sandeep.k.c309ekantakuna@test.com
"Lalit Bir Kami",Ekantakuna,"lalit.kami310new road@random.org"
"Sandeep Bhopal Rajbanshi",Jawalakhel,sandeep.rajbanshi311gaushala@test.com
"Sandeep Bir Kami","New Road",sandeep.kami312baneshwor@random.org
"Paras Bhopal Khadka",Tripureshwor,paras.khadka313sundhara@mail.com
"Asif Kumar Bhurtel",Jawalakhel,"asif.bhurtel314new road@mail.com"
"Kushal Bahadur Lamichane",Tripureshwor,kushal.lamichane315jawalakhel@mail.com
"Lalit Dhoj Paudel",Ratnapark,lalit.paudel316baneshwor@mail.com
"Rohit Kumar Bhurtel",Jawalakhel,rohit.bhurtel317chabel@demo.net
"Binod Kumar Bhandari",Ekantakuna,binod.bhandari318sundhara@test.com
"Lalit Gopal Bhandari",Jawalakhel,"lalit.bhandari319new road@random.org"
"Arif Bhopal K.C","New Road",arif.k.c320tinkune@example.com
"Sompal Bhopal Khadka",Ekantakuna,sompal.khadka321tripureshwor@random.org
"Binod Bir Lamichane",Gaushala,binod.lamichane322tinkune@demo.net
"Lalit Bahadur Bhandari","New Road",lalit.bhandari323gaushala@test.com
"Sandeep Bhagat Lamichane","New Road",sandeep.lamichane324baneshwor@demo.net
"Sandeep Kumar Rajbanshi",Ekantakuna,sandeep.rajbanshi325ratnapark@demo.net
"Arif Gopal K.C",Ratnapark,arif.k.c326tinkune@test.com
"Lalit Bhopal Malla",Ratnapark,lalit.malla327gaushala@mail.com
"Rohit Krishna Bhandari","New Road",rohit.bhandari328jawalakhel@demo.net
"Kushal Bahadur Malla",Ekantakuna,kushal.malla329ekantakuna@example.com
"Sompal Lal Bhandari",Jawalakhel,sompal.bhandari330ratnapark@test.com
"Asif Bir Bhurtel",Tripureshwor,asif.bhurtel331jawalakhel@demo.net
"Kushal Bahadur Bhurtel",Gaushala,kushal.bhurtel332baneshwor@example.com
"Arif Bir Malla",Gaushala,arif.malla333baneshwor@demo.net
"Paras Bahadur Bhandari",Tripureshwor,paras.bhandari334gaushala@test.com
"Sandeep Dev Seikh",Sundhara,sandeep.seikh335chabel@example.com
"Kushal Krishna Seikh","New Road",kushal.seikh336tinkune@mail.com
"Paras Bhagat Paudel",Jawalakhel,paras.paudel337tripureshwor@mail.com
"Asif Lal Khadka",Jawalakhel,asif.khadka338chabel@demo.net
"Rohit Bhagat Paudel",Chabel,rohit.paudel339tinkune@test.com
"Asif Bhopal Rajbanshi",Tinkune,asif.rajbanshi340tinkune@mail.com
"Rohit Bhopal Malla",Tinkune,rohit.malla341ekantakuna@example.com
"Asif Bhagat K.C",Tinkune,"asif.k.c342new road@example.com"
"Binod Gopal Bhurtel",Baneshwor,binod.bhurtel343ekantakuna@mail.com
"Lalit Krishna Bhandari",Gaushala,lalit.bhandari344chabel@demo.net
"Binod Bhagat Khadka",Chabel,binod.khadka345sundhara@random.org
"Asif Lal Bhurtel","New Road",asif.bhurtel346tripureshwor@example.com
"Karan Bir Paudel",Ratnapark,karan.paudel347ekantakuna@example.com
"Lalit Lal Bhurtel",Chabel,lalit.bhurtel348tinkune@demo.net
"Rohit Bir Malla",Sundhara,rohit.malla349gaushala@demo.net
"Arif Dev Malla",Tripureshwor,"arif.malla350new road@example.com"
"Sompal Bahadur K.C",Gaushala,sompal.k.c351jawalakhel@random.org
"Arif Dhoj Kami",Chabel,arif.kami352tripureshwor@demo.net
"Kushal Lal K.C",Ekantakuna,kushal.k.c353tinkune@demo.net
"Asif Lal Paudel",Ratnapark,asif.paudel354gaushala@random.org
"Asif Dev Kami",Chabel,asif.kami355sundhara@test.com
"Rohit Bhagat Seikh",Baneshwor,rohit.seikh356chabel@example.com
"Arif Dev K.C",Sundhara,arif.k.c357baneshwor@random.org
"Binod Bir K.C",Jawalakhel,binod.k.c358chabel@demo.net
"Binod Kumar Seikh",Jawalakhel,binod.seikh359baneshwor@random.org
"Kushal Kumar Kami",Gaushala,"kushal.kami360new road@random.org"
